time,timestamp,aX(m/s²),aY(m/s²),aZ(m/s²),nozzle_tem,bed_tem,THE(°C),current_layer,total_layers,OT
2025-03-04-16-51-14,178456538,-0.12,3.747,-0.292,245,70,44.99,106,206,0
2025-03-04-16-51-15,178457627,0.498,6.991,-0.292,245,70,45,106,206,0
2025-03-04-16-51-16,178458617,0.072,-0.273,-0.278,245,70,45,106,206,0
2025-03-04-16-51-17,178459541,0.129,0.038,-0.311,245,70,45.01,107,206,0
2025-03-04-16-51-18,178460597,0.038,-1.019,-0.325,245,70,45.01,107,206,0
2025-03-04-16-51-19,178461587,4.082,-0.292,-0.349,245,70,45.01,107,206,0
2025-03-04-16-51-20,178462544,0.124,0.096,-0.244,245,70,45.01,107,206,0
2025-03-04-16-51-21,178463600,0.053,-0.134,-0.306,245,70,45.02,107,206,0
2025-03-04-16-51-22,178464524,0.081,0.263,0.182,245,70,45.03,108,206,0
2025-03-04-16-51-23,178465580,0.062,0.641,-0.431,245,70,45.02,108,206,0
2025-03-04-16-51-24,178466570,0.129,0.694,-0.33,245,70,45.03,108,206,0
2025-03-04-16-51-25,178467593,9.254,1.067,-0.335,245,70,45.03,108,206,0
2025-03-04-16-51-26,178468550,0.091,0.215,-0.287,245,70,45.03,108,206,0
2025-03-04-16-51-27,178469573,-0.287,-0.1,-0.287,245,70,45.05,109,206,0
2025-03-04-16-51-28,178470563,-0.263,-0.172,-0.278,245,70,45.05,109,206,0
2025-03-04-16-51-29,178471553,-0.158,0.847,-0.239,245,70,45.05,109,206,0
2025-03-04-16-51-30,178472609,0.144,-19.217,-0.364,245,70,45.05,109,206,0
2025-03-04-16-51-31,178473599,-7.671,1.737,-0.373,245,70,45.06,109,206,0
2025-03-04-16-51-32,178474523,0.081,0.062,0.335,245,70,45.06,110,206,0
2025-03-04-16-51-33,178475546,0.335,-2.01,-0.206,245,70,45.07,110,206,0
2025-03-04-16-51-34,178476602,0.048,0.172,-1.158,245,70,45.07,110,206,0
2025-03-04-16-51-35,178477526,1.081,-2.005,-0.177,245,70,45.07,110,206,0
2025-03-04-16-51-36,178478615,0.258,0.11,0.254,245,70,45.08,111,206,0
2025-03-04-16-51-37,178479539,0.44,-1.833,-0.225,245,70,45.09,111,206,0
2025-03-04-16-51-38,178480562,-0.043,-0.005,-0.316,245,70,45.09,111,206,0
2025-03-04-16-51-39,178481552,0.172,0.23,-0.273,245,70,45.09,111,206,0
2025-03-04-16-51-40,178482443,0.115,0.813,-0.373,245,70,45.09,111,206,0
2025-03-04-16-51-41,178483565,-0.014,0.124,-0.278,245,70,45.1,111,206,0
2025-03-04-16-51-42,178484621,0.263,0.014,-0.268,245,70,45.1,112,206,0
2025-03-04-16-51-43,178485512,0.206,1.512,-0.33,245,70,45.1,112,206,0
2025-03-04-16-51-44,178486568,-0.301,-0.44,-0.297,245,70,45.11,112,206,0
2025-03-04-16-51-45,178487624,5.809,-0.249,-0.287,245,70,45.12,112,206,0
2025-03-04-16-51-46,178488581,0.062,0.053,-0.268,245,70,45.12,113,206,0
2025-03-04-16-51-47,178489604,-0.144,-0.321,0,245,70,45.12,113,206,0
2025-03-04-16-51-48,178490594,0.005,-0.206,-0.23,245,70,45.13,113,206,0
2025-03-04-16-51-49,178491584,0.153,0.502,-0.378,245,70,45.14,113,206,0
2025-03-04-16-51-50,178492541,-0.177,-0.053,0.541,245,70,45.13,113,206,0
2025-03-04-16-51-51,178493597,0.12,1.239,-0.397,245,70,45.14,114,206,0
2025-03-04-16-51-52,178494521,7.273,0.699,-1,245,70,45.14,114,206,0
2025-03-04-16-51-53,178495544,-0.077,-2.287,-0.459,245,70,45.15,114,206,0
2025-03-04-16-51-54,178496567,2.369,0.435,-0.646,245,70,45.15,114,206,0
2025-03-04-16-51-55,178497557,0.177,0.292,-0.053,245,70,45.15,114,206,0
2025-03-04-16-51-56,178498448,0.01,-0.067,-0.301,245,70,45.15,115,206,0
2025-03-04-16-51-57,178499570,0.11,-0.225,-0.837,245,70,45.17,115,206,0
2025-03-04-16-51-58,178500593,-0.019,-0.206,-0.431,245,70,45.17,115,206,0
2025-03-04-16-51-59,178501550,0.086,-0.158,-0.249,245,70,45.18,115,206,0
2025-03-04-16-52-00,178502606,0.177,-0.134,0.22,245,70,45.17,116,206,0
2025-03-04-16-52-01,178503596,-0.067,0.785,-0.077,245,70,45.18,116,206,0
2025-03-04-16-52-02,178504487,0.225,-4.881,-0.321,245,70,45.19,116,206,0
2025-03-04-16-52-03,178505510,-0.354,0.627,-0.325,245,70,45.19,116,206,0
2025-03-04-16-52-04,178506566,0.144,0.196,-0.134,245,70,45.19,116,206,0
2025-03-04-16-52-05,178507490,-0.201,0.12,-0.062,245,70,45.19,117,206,0
2025-03-04-16-52-06,178508480,0.703,0.464,0.364,245,70,45.19,117,206,0
2025-03-04-16-52-07,178509503,0.038,-0.139,-0.321,245,70,45.2,117,206,0
2025-03-04-16-52-08,178510493,0.081,0.182,0.048,245,70,45.21,117,206,0
2025-03-04-16-52-09,178511615,-0.077,0.254,0.014,245,70,45.21,117,206,0
2025-03-04-16-52-10,178512605,0.081,-0.842,-0.211,245,70,45.22,118,206,0
2025-03-04-16-52-11,178513595,0.029,-0.282,-0.278,245,70,45.22,118,206,0
2025-03-04-16-52-12,178514585,-0.153,0.129,-0.397,245,70,45.22,118,206,0
2025-03-04-16-52-13,178515608,0.914,-1.254,-0.359,245,70,45.23,119,206,0
2025-03-04-16-52-14,178516565,8.915,-0.163,-0.258,245,70,45.24,119,206,0
2025-03-04-16-52-15,178517621,10.551,-0.254,-0.167,245,70,45.23,119,206,0
2025-03-04-16-52-16,178518611,0.464,7.187,-0.105,245,70,45.24,119,206,0
2025-03-04-16-52-17,178519601,5.297,-2.881,-0.244,245,70,45.24,119,206,0
2025-03-04-16-52-18,178520591,0.067,-0.297,0.325,245,70,45.24,120,206,0
2025-03-04-16-52-19,178521482,0.048,0.325,-0.287,245,70,45.24,120,206,0
2025-03-04-16-52-20,178522472,0.421,0,-0.282,245,70,45.25,120,206,0
2025-03-04-16-52-21,178523594,-0.086,-0.158,-0.254,245,70,45.25,120,206,0
2025-03-04-16-52-22,178524551,-0.469,0.354,-0.464,245,70,45.27,121,206,0
2025-03-04-16-52-23,178525541,0.287,0.766,-0.282,245,70,45.27,121,206,0
2025-03-04-16-52-24,178526564,-0.455,-1.751,-0.837,245,70,45.26,121,206,0
2025-03-04-16-52-25,178527587,-0.373,-0.421,-0.297,245,70,45.26,121,206,0
2025-03-04-16-52-26,178528544,-0.091,0.148,-0.986,245,70,45.27,121,206,0
2025-03-04-16-52-27,178529567,0.282,0.373,-0.278,245,70,45.27,122,206,0
2025-03-04-16-52-28,178530557,0.191,0.067,-0.976,245,70,45.28,122,206,0
2025-03-04-16-52-29,178531481,-8.987,-0.182,-0.239,245,70,45.29,122,206,0
2025-03-04-16-52-30,178532603,-0.359,-0.067,-0.407,245,70,45.29,122,206,0
2025-03-04-16-52-31,178533593,0.144,0.139,-0.072,245,70,45.29,123,206,0
2025-03-04-16-52-32,178534517,-0.345,-10.068,-0.263,245,70,45.29,123,206,0
2025-03-04-16-52-33,178535540,0.483,-2.541,-0.641,245,70,45.29,123,206,0
2025-03-04-16-52-34,178536563,2.402,-7.307,-0.144,245,70,45.3,123,206,0
2025-03-04-16-52-35,178537454,0.096,-0.239,-0.273,245,70,45.3,124,206,0
2025-03-04-16-52-36,178538609,0.139,7.642,-0.234,245,70,45.31,124,206,0
2025-03-04-16-52-37,178539533,-0.325,0.813,-0.857,245,70,45.31,124,206,0
2025-03-04-16-52-38,178540556,-5.091,-1.196,-0.383,245,70,45.31,124,206,0
2025-03-04-16-52-39,178541579,-0.201,2.756,-0.392,245,70,45.32,125,206,0
2025-03-04-16-52-40,178542569,1.871,0.282,-0.254,245,70,45.32,125,206,0
2025-03-04-16-52-41,178543493,0.096,0.201,-0.278,245,70,45.32,125,206,0
2025-03-04-16-52-42,178544615,0.651,-1.325,-0.005,245,70,45.32,126,206,0
2025-03-04-16-52-43,178545506,-0.019,0.196,0.684,245,70,45.33,126,206,0
2025-03-04-16-52-44,178546562,2.302,0.565,0.134,245,70,45.34,126,206,0
2025-03-04-16-52-45,178547486,0.01,0.081,0.675,245,70,45.34,126,206,0
2025-03-04-16-52-46,178548608,-0.172,-0.11,-0.699,245,70,45.34,127,206,0
2025-03-04-16-52-47,178549499,0.139,-0.254,-0.172,245,70,45.34,127,206,0
2025-03-04-16-52-48,178550588,-0.11,-0.732,-0.866,245,70,45.35,127,206,0
2025-03-04-16-52-49,178551611,0.301,-1.517,-0.45,245,70,45.34,128,206,0
2025-03-04-16-52-50,178552568,0.617,2.038,-0.364,245,70,45.35,128,206,0
2025-03-04-16-52-51,178553558,0.603,-0.12,-0.938,245,70,45.35,128,206,0
2025-03-04-16-52-52,178554581,7.474,0.904,-0.321,245,70,45.36,128,206,0
2025-03-04-16-52-53,178555571,0,-0.297,-0.569,245,70,45.36,129,206,0
2025-03-04-16-52-54,178556594,-6.412,-0.067,-0.445,245,70,45.36,129,206,0
2025-03-04-16-52-55,178557551,0.225,0.732,0.211,245,70,45.37,129,206,0
2025-03-04-16-52-56,178558574,-6.709,-4.043,0.115,245,70,45.37,130,206,0
2025-03-04-16-52-57,178559597,0.062,-0.464,-0.249,245,70,45.37,130,206,0
2025-03-04-16-52-58,178560554,8.489,1.469,0.206,245,70,45.38,130,206,0
2025-03-04-16-52-59,178561544,0.364,1.038,-0.287,245,70,45.38,130,206,0
2025-03-04-16-53-00,178562567,4.412,-2.216,-0.311,245,70,45.38,130,206,0
2025-03-04-16-53-01,178563524,0.292,0.191,-0.89,245,70,45.39,131,206,0
2025-03-04-16-53-02,178564580,2.091,-6.833,-0.211,245,70,45.39,131,206,0
2025-03-04-16-53-03,178565570,-0.321,0.048,-0.507,245,70,45.4,132,206,0
2025-03-04-16-53-04,178566593,-0.598,5.929,-0.613,245,70,45.39,132,206,0
2025-03-04-16-53-05,178567484,-2.373,-11.36,-0.249,245,70,45.4,132,206,0
2025-03-04-16-53-06,178568606,9.695,-1.297,-0.077,245,70,45.4,132,206,0
2025-03-04-16-53-07,178569596,-0.158,-2.359,-0.048,245,70,45.4,133,206,0
2025-03-04-16-53-08,178570520,0,0.091,-0.292,245,70,45.4,133,206,0
2025-03-04-16-53-09,178571609,-0.569,1.967,0.546,245,70,45.41,133,206,0
2025-03-04-16-53-10,178572566,2.015,6.943,-0.364,245,70,45.41,133,206,0
2025-03-04-16-53-11,178573457,0.163,-0.699,0.038,245,70,45.42,134,206,0
2025-03-04-16-53-12,178574579,-10.709,-0.589,-0.282,245,70,45.42,134,206,0
2025-03-04-16-53-13,178575470,-0.23,0.268,-0.254,245,70,45.42,134,206,0
2025-03-04-16-53-14,178576592,0.201,0.019,-0.158,245,70,45.43,134,206,0
2025-03-04-16-53-15,178577582,-0.086,-0.1,0.019,245,70,45.43,135,206,0
2025-03-04-16-53-16,178578605,0.488,-0.01,-0.981,245,70,45.42,135,206,0
2025-03-04-16-53-17,178579595,-0.234,-4.168,-0.268,245,70,45.43,135,206,0
2025-03-04-16-53-18,178580618,-0.019,-1.756,-0.325,245,70,45.44,136,206,0
2025-03-04-16-53-19,178581509,-0.354,0.885,-0.258,245,70,45.43,136,206,0
2025-03-04-16-53-20,178582598,0.469,-1.278,-0.263,245,70,45.44,136,206,0
2025-03-04-16-53-21,178583588,5.469,-4.259,-0.144,245,70,45.45,136,206,0
2025-03-04-16-53-22,178584611,-0.368,-0.986,-0.072,245,70,45.45,137,206,0
2025-03-04-16-53-23,178585502,0.579,1.723,-0.321,245,70,45.45,137,206,0
2025-03-04-16-53-24,178586558,-0.426,2.077,-0.196,245,70,45.45,137,206,0
2025-03-04-16-53-25,178587548,0.392,7.862,-0.962,245,70,45.45,138,206,0
2025-03-04-16-53-26,178588571,0.249,-0.081,-0.282,245,70,45.46,138,206,0
2025-03-04-16-53-27,178589561,-0.129,-0.086,-0.134,245,70,45.46,138,206,0
2025-03-04-16-53-28,178590551,-0.708,5.369,-0.311,245,70,45.46,139,206,0
2025-03-04-16-53-29,178591541,-0.292,0.005,-0.167,245,70,45.47,139,206,0
2025-03-04-16-53-30,178592597,-0.79,-8.565,-0.718,245,70,45.47,139,206,0
2025-03-04-16-53-31,178593587,-0.105,-1.072,-0.345,245,70,45.47,139,206,0
2025-03-04-16-53-32,178594577,0.493,6.154,-0.584,245,70,45.48,140,206,0
2025-03-04-16-53-33,178595600,-4.694,1.321,0.201,245,70,45.47,140,206,0
2025-03-04-16-53-34,178596590,-0.158,-2.163,-0.474,245,70,45.48,140,206,0
2025-03-04-16-53-35,178597580,-5.637,4.512,-0.297,245,70,45.48,141,206,0
2025-03-04-16-53-36,178598603,-0.23,0.699,-0.311,245,70,45.48,141,206,0
2025-03-04-16-53-37,178599461,0.44,-8.771,-0.546,245,70,45.49,141,206,0
2025-03-04-16-53-38,178600517,-0.306,0.957,-0.34,245,70,45.49,142,206,0
2025-03-04-16-53-39,178601573,0.005,0.546,-0.268,245,70,45.49,142,206,0
2025-03-04-16-53-40,178602596,12.154,0.029,-0.282,245,70,45.49,142,206,0
2025-03-04-16-53-41,178603553,-0.502,1.914,0.397,245,70,45.5,142,206,0
2025-03-04-16-53-42,178604543,0.249,-12.786,-0.306,245,70,45.5,143,206,0
2025-03-04-16-53-43,178605566,1.287,-0.679,-0.345,245,70,45.5,143,206,0
2025-03-04-16-53-44,178606556,0.273,-1.335,-0.211,245,70,45.5,143,206,0
2025-03-04-16-53-45,178607612,0.033,0.522,-0.479,245,70,45.51,144,206,0
2025-03-04-16-53-46,178608569,-0.167,-3.498,-0.555,245,70,45.52,144,206,0
2025-03-04-16-53-47,178609526,0.388,0.909,0.019,245,70,45.51,144,206,0
2025-03-04-16-53-48,178610615,0.455,-1.096,-0.402,245,70,45.52,145,206,0
2025-03-04-16-53-49,178611506,0.057,-0.019,-0.349,245,70,45.52,145,206,0
2025-03-04-16-53-50,178612595,-0.546,-1,-0.263,245,70,45.52,145,206,0
2025-03-04-16-53-51,178613618,-0.268,0.273,-0.364,245,70,45.53,146,206,0
2025-03-04-16-53-52,178614608,0.531,2.354,0.077,245,70,45.53,146,206,0
2025-03-04-16-53-53,178615598,0.239,1.459,0.067,245,70,45.53,146,206,0
2025-03-04-16-53-54,178616588,-0.89,5.283,-0.22,245,70,45.54,147,206,0
2025-03-04-16-53-55,178617611,-0.517,0.617,-0.359,245,70,45.54,147,206,0
2025-03-04-16-53-56,178618469,0.56,0.201,-0.124,245,70,45.54,147,206,0
2025-03-04-16-53-57,178619591,0,0.737,-0.416,245,70,45.55,147,206,0
2025-03-04-16-53-58,178620548,3.278,4.441,0.345,245,70,45.56,148,206,0
2025-03-04-16-53-59,178621472,0.187,-0.345,-0.421,245,70,45.56,148,206,0
2025-03-04-16-54-00,178622594,-0.096,0.78,0.737,245,70,45.56,148,206,0
2025-03-04-16-54-01,178623551,0.005,-9.034,-0.392,245,70,45.56,149,206,0
2025-03-04-16-54-02,178624574,0.325,0.364,-0.354,245,70,45.56,149,206,0
2025-03-04-16-54-03,178625531,-0.34,0.263,-0.335,245,70,45.57,149,206,0
2025-03-04-16-54-04,178626587,-16.179,0.373,0.22,245,70,45.57,150,206,0
2025-03-04-16-54-05,178627577,3.924,0.689,-0.254,245,70,45.57,150,206,0
2025-03-04-16-54-06,178628600,0.191,0.507,0.359,245,70,45.58,150,206,0
2025-03-04-16-54-07,178629557,-0.378,-10.8,-0.517,245,70,45.58,150,206,0
2025-03-04-16-54-08,178630547,-1.522,-7.072,-0.321,245,70,45.58,151,206,0
2025-03-04-16-54-09,178631603,-0.469,-2.211,-0.622,245,70,45.59,151,206,0
2025-03-04-16-54-10,178632560,0.278,1.646,-0.603,245,70,45.59,151,206,0
2025-03-04-16-54-11,178633451,0.091,-1.23,-0.215,245,70,45.6,152,206,0
2025-03-04-16-54-12,178634606,0.632,8.872,-0.914,245,70,45.59,152,206,0
2025-03-04-16-54-13,178635563,-0.033,-2.771,-0.459,245,70,45.59,152,206,0
2025-03-04-16-54-14,178636586,0.952,-0.971,-0.211,245,70,45.6,153,206,0
2025-03-04-16-54-15,178637609,0.072,0.23,-0.043,245,70,45.61,153,206,0
2025-03-04-16-54-16,178638566,-9.503,-1.321,-0.301,245,70,45.6,153,206,0
2025-03-04-16-54-17,178639556,0.431,3.067,-0.378,245,70,45.61,154,206,0
2025-03-04-16-54-18,178640612,-0.057,-0.517,-0.412,245,70,45.62,154,206,0
2025-03-04-16-54-19,178641602,-0.191,0.024,-0.249,245,70,45.62,154,206,0
2025-03-04-16-54-20,178642559,3.881,-1.244,-0.249,245,70,45.62,155,206,0
2025-03-04-16-54-21,178643582,0.301,-0.55,-0.345,245,70,45.62,155,206,0
2025-03-04-16-54-22,178644605,-0.148,-0.364,-0.139,245,70,45.64,155,206,0
2025-03-04-16-54-23,178645562,0,0.139,-0.479,245,70,45.63,156,206,0
2025-03-04-16-54-24,178646552,1.067,13.02,-0.024,245,70,45.63,156,206,0
2025-03-04-16-54-25,178647608,-4.063,7.699,-0.502,245,70,45.64,156,206,0
2025-03-04-16-54-26,178648598,1.976,0.813,-0.56,245,70,45.65,157,206,0
2025-03-04-16-54-27,178649555,0.234,0.522,0.751,245,70,45.65,157,206,0
2025-03-04-16-54-28,178650578,0.943,0.813,-0.392,245,70,45.65,157,206,0
2025-03-04-16-54-29,178651568,16.279,1.627,-0.852,245,70,45.65,158,206,0
2025-03-04-16-54-30,178652558,-0.813,-9.408,0.139,245,70,45.65,158,206,0
2025-03-04-16-54-31,178653548,1.192,0,-0.115,245,70,45.66,158,206,0
2025-03-04-16-54-32,178654538,0.828,-0.191,-0.12,245,70,45.67,159,206,0
2025-03-04-16-54-33,178655594,-0.124,0.258,-0.115,245,70,45.68,159,206,0
2025-03-04-16-54-34,178656551,-0.282,0.072,-0.813,245,70,45.67,159,206,0
2025-03-04-16-54-35,178657541,-0.794,-6.56,-0.45,245,70,45.68,160,206,0
2025-03-04-16-54-36,178658531,-4.465,-0.115,-0.278,245,70,45.68,160,206,0
2025-03-04-16-54-37,178659554,-2.125,-3.082,-0.01,245,70,45.69,160,206,0
2025-03-04-16-54-38,178660511,0.359,-0.072,-0.239,245,70,45.7,161,206,0
2025-03-04-16-54-39,178661567,-0.737,-0.703,0.144,245,70,45.69,161,206,0
2025-03-04-16-54-40,178662524,0.153,-0.129,-0.134,245,70,45.7,161,206,0
2025-03-04-16-54-41,178663547,-0.215,-0.718,-0.067,245,70,45.7,161,206,0
2025-03-04-16-54-42,178664537,-0.019,-4.115,0.345,245,70,45.7,162,206,0
2025-03-04-16-54-43,178665593,-0.947,-1.704,-0.397,245,70,45.7,162,206,0
2025-03-04-16-54-44,178666550,-0.9,2.938,-0.244,245,70,45.72,162,206,0
2025-03-04-16-54-45,178667606,-1.369,-6.623,-0.541,245,70,45.72,163,206,0
2025-03-04-16-54-46,178668596,0.134,0.263,-1.182,245,70,45.72,163,206,0
2025-03-04-16-54-47,178669553,-0.632,1.058,-0.77,245,70,45.72,164,206,0
2025-03-04-16-54-48,178670510,0.191,1.383,0.225,245,70,45.73,164,206,0
